url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,53,39
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,42,24
/Ladbaby/PowerPlanSwitcher/tree/master,14,9
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,13,10
/Ladbaby/PowerPlanSwitcher/releases,7,7
/Ladbaby/PowerPlanSwitcher/tree/master/.github/workflows,6,4
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,4,3
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.ahk,2,2
/Ladbaby/PowerPlanSwitcher/blob/master/README.md,2,2
/Ladbaby/PowerPlanSwitcher/blob/master/setting.ini,2,2
