url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,55,34
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,38,19
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,23,14
/Ladbaby/PowerPlanSwitcher/releases,12,10
/Ladbaby/PowerPlanSwitcher/blob/master/README.md,7,6
/Ladbaby/PowerPlanSwitcher/tree/master,4,3
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,2,2
/Ladbaby/PowerPlanSwitcher/blob/master/setting.ini,2,2
/Ladbaby/PowerPlanSwitcher/tree/master/vbs,2,2
/Ladbaby/PowerPlanSwitcher/blob/master/.github/workflows/github-repo-stats.yml,1,1
