url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,52,39
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,36,18
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,13,13
/Ladbaby/PowerPlanSwitcher/releases,8,8
/Ladbaby/PowerPlanSwitcher/tree/master,8,5
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,4,3
/Ladbaby/PowerPlanSwitcher/actions,2,2
/Ladbaby/PowerPlanSwitcher/blob/master/README.md,2,2
/Ladbaby/PowerPlanSwitcher/issues,2,1
/Ladbaby/PowerPlanSwitcher/blame/master/README_cn.md,1,1
