url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,51,39
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,36,22
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,15,10
/Ladbaby/PowerPlanSwitcher/tree/master,7,6
/Ladbaby/PowerPlanSwitcher/releases,5,5
/Ladbaby/PowerPlanSwitcher/tree/master/vbs,3,3
/Ladbaby/PowerPlanSwitcher/actions,2,2
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,2,2
/Ladbaby/PowerPlanSwitcher/pulls,2,2
/Ladbaby/PowerPlanSwitcher/tree/master/.github,2,2
