url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,37,27
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,29,20
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,16,11
/Ladbaby/PowerPlanSwitcher/releases,5,5
/Ladbaby/PowerPlanSwitcher/tree/master,5,5
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,2,2
/Ladbaby/PowerPlanSwitcher/pulls,2,2
/Ladbaby/PowerPlanSwitcher/tree/master/.github,2,2
/Ladbaby/PowerPlanSwitcher/actions,1,1
/Ladbaby/PowerPlanSwitcher/blame/master/README_cn.md,1,1
