url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,55,33
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,47,24
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,17,12
/Ladbaby/PowerPlanSwitcher/releases,9,9
/Ladbaby/PowerPlanSwitcher/tree/master,8,5
/Ladbaby/PowerPlanSwitcher/tree/master/.github/workflows,6,3
/Ladbaby/PowerPlanSwitcher/tree/master/image,4,4
/Ladbaby/PowerPlanSwitcher/blob/master/README.md,3,3
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,3,2
/Ladbaby/PowerPlanSwitcher/tree/master/vbs,3,2
