url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,38,30
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,30,18
/Ladbaby/PowerPlanSwitcher/tree/master,11,6
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,8,8
/Ladbaby/PowerPlanSwitcher/releases,4,4
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,4,3
/Ladbaby/PowerPlanSwitcher/tree/master/vbs,4,3
/Ladbaby/PowerPlanSwitcher/tree/master/.github,3,2
/Ladbaby/PowerPlanSwitcher/blame/master/README_cn.md,2,2
/Ladbaby/PowerPlanSwitcher/blob/master/README.md,2,2
