url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,54,42
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,33,17
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,13,13
/Ladbaby/PowerPlanSwitcher/releases,9,9
/Ladbaby/PowerPlanSwitcher/tree/master,5,4
/Ladbaby/PowerPlanSwitcher/actions,2,2
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,2,2
/Ladbaby/PowerPlanSwitcher/blob/master/README.md,2,2
/Ladbaby/PowerPlanSwitcher/issues,2,1
/Ladbaby/PowerPlanSwitcher/blame/master/README_cn.md,1,1
