url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,60,43
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,43,21
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,21,16
/Ladbaby/PowerPlanSwitcher/releases,9,9
/Ladbaby/PowerPlanSwitcher/tree/master,8,6
/Ladbaby/PowerPlanSwitcher/tree/master/.github/workflows,6,4
/Ladbaby/PowerPlanSwitcher/actions,3,3
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,3,2
/Ladbaby/PowerPlanSwitcher/issues,3,2
/Ladbaby/PowerPlanSwitcher/pulls,3,2
