url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,53,29
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,21,14
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,10,9
/Ladbaby/PowerPlanSwitcher/releases,3,3
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.ahk,2,2
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,1,1
/Ladbaby/PowerPlanSwitcher/blob/master/setting.ini,1,1
/Ladbaby/PowerPlanSwitcher/issues,1,1
/Ladbaby/PowerPlanSwitcher/tree/master,1,1
/Ladbaby/PowerPlanSwitcher/tree/master/.github,1,1
