time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-06 00:00:00+00:00,1,1,8,4
2026-08-07 00:00:00+00:00,4,3,10,3
2026-08-08 00:00:00+00:00,14,5,3,2
2026-08-09 00:00:00+00:00,1,1,7,4
2026-08-10 00:00:00+00:00,1,1,11,3
2026-08-11 00:00:00+00:00,14,5,7,6
2026-08-12 00:00:00+00:00,14,5,8,4
2026-08-13 00:00:00+00:00,10,4,6,5
2026-08-14 00:00:00+00:00,2,2,2,1
2026-08-15 00:00:00+00:00,1,1,2,1
2026-08-16 00:00:00+00:00,1,1,8,3
2026-08-17 00:00:00+00:00,2,2,9,4
2026-08-18 00:00:00+00:00,1,1,18,6
2026-08-19 00:00:00+00:00,1,1,9,2
