time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-23 00:00:00+00:00,55,11,11,4
2026-06-24 00:00:00+00:00,33,8,5,3
2026-06-25 00:00:00+00:00,27,9,4,3
2026-06-26 00:00:00+00:00,11,6,17,6
2026-06-27 00:00:00+00:00,12,6,9,4
2026-06-28 00:00:00+00:00,9,5,4,3
2026-06-29 00:00:00+00:00,17,8,4,2
2026-06-30 00:00:00+00:00,1,1,59,5
2026-07-01 00:00:00+00:00,13,4,0,0
2026-07-02 00:00:00+00:00,2,2,8,4
2026-07-03 00:00:00+00:00,20,7,2,2
2026-07-04 00:00:00+00:00,28,10,8,2
2026-07-05 00:00:00+00:00,10,5,3,2
2026-07-06 00:00:00+00:00,21,11,3,1
