url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,77,35
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,29,19
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,14,12
/Ladbaby/PowerPlanSwitcher/releases,13,12
/Ladbaby/PowerPlanSwitcher/tree/master/.github/workflows,6,3
/Ladbaby/PowerPlanSwitcher/blob/master/README.md,2,2
/Ladbaby/PowerPlanSwitcher/tree/master/.github,2,2
/Ladbaby/PowerPlanSwitcher/tree/master/image,2,2
/Ladbaby/PowerPlanSwitcher/blob/master/.github/workflows/github-repo-stats.yml,2,1
/Ladbaby/PowerPlanSwitcher/actions,1,1
