url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,54,40
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,40,20
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,17,16
/Ladbaby/PowerPlanSwitcher/releases,9,9
/Ladbaby/PowerPlanSwitcher/tree/master,9,6
/Ladbaby/PowerPlanSwitcher/actions,3,3
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,3,2
/Ladbaby/PowerPlanSwitcher/issues,3,2
/Ladbaby/PowerPlanSwitcher/blob/master/README.md,2,2
/Ladbaby/PowerPlanSwitcher/blob/master/.github/workflows/github-repo-stats.yml,1,1
