url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,49,37
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,26,17
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,17,12
/Ladbaby/PowerPlanSwitcher/releases,6,6
/Ladbaby/PowerPlanSwitcher/tree/master,5,5
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,3,3
/Ladbaby/PowerPlanSwitcher/tree/master/vbs,3,3
/Ladbaby/PowerPlanSwitcher/actions,2,2
/Ladbaby/PowerPlanSwitcher/pulls,2,2
/Ladbaby/PowerPlanSwitcher/tree/master/.github,2,2
