time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-26 00:00:00+00:00,14,6,2,2
2026-05-27 00:00:00+00:00,14,5,6,3
2026-05-28 00:00:00+00:00,8,3,11,3
2026-05-29 00:00:00+00:00,18,7,7,4
2026-05-30 00:00:00+00:00,28,12,4,4
2026-05-31 00:00:00+00:00,11,6,23,5
2026-06-01 00:00:00+00:00,18,8,8,4
2026-06-02 00:00:00+00:00,23,10,8,6
2026-06-03 00:00:00+00:00,9,4,4,2
2026-06-04 00:00:00+00:00,2,2,7,4
2026-06-05 00:00:00+00:00,17,8,3,3
2026-06-06 00:00:00+00:00,20,10,23,5
2026-06-07 00:00:00+00:00,25,11,8,5
2026-06-08 00:00:00+00:00,17,7,2,2
