url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,35,28
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,30,20
/Ladbaby/PowerPlanSwitcher/tree/master,12,7
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,6,6
/Ladbaby/PowerPlanSwitcher/releases,5,5
/Ladbaby/PowerPlanSwitcher/tree/master/.github/workflows,5,3
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,3,2
/Ladbaby/PowerPlanSwitcher/tree/master/.github,3,2
/Ladbaby/PowerPlanSwitcher/tree/master/vbs,3,2
/Ladbaby/PowerPlanSwitcher/blob/master/README.md,2,2
