url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,37,32
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,13,9
/Ladbaby/PowerPlanSwitcher/tree/master,8,6
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,7,5
/Ladbaby/PowerPlanSwitcher/releases,6,5
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,3,3
/Ladbaby/PowerPlanSwitcher/branches,1,1
/Ladbaby/PowerPlanSwitcher/issues,1,1
/Ladbaby/PowerPlanSwitcher/tree/github-repo-stats,1,1
/Ladbaby/PowerPlanSwitcher/tree/github-repo-stats/Ladbaby/PowerPlanSwitcher,1,1
