url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,50,41
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,34,20
/Ladbaby/PowerPlanSwitcher/tree/master,13,10
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,12,8
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,10,6
/Ladbaby/PowerPlanSwitcher/releases,9,8
/Ladbaby/PowerPlanSwitcher/blame/master/README_cn.md,3,1
/Ladbaby/PowerPlanSwitcher/tree/master/.github/workflows,2,1
/Ladbaby/PowerPlanSwitcher/blob/master/setting.ini,1,1
/Ladbaby/PowerPlanSwitcher/branches,1,1
