url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,48,33
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,42,22
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,15,10
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,11,6
/Ladbaby/PowerPlanSwitcher/releases,9,8
/Ladbaby/PowerPlanSwitcher/tree/master,6,5
/Ladbaby/PowerPlanSwitcher/blob/master/README.md,4,4
/Ladbaby/PowerPlanSwitcher/blame/master/README_cn.md,3,1
/Ladbaby/PowerPlanSwitcher/blob/master/setting.ini,2,2
/Ladbaby/PowerPlanSwitcher/tree/master/.github/workflows,2,1
