url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,52,40
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,25,16
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,8,8
/Ladbaby/PowerPlanSwitcher/releases,8,7
/Ladbaby/PowerPlanSwitcher/tree/master,5,4
/Ladbaby/PowerPlanSwitcher/tree/master/vbs,3,3
/Ladbaby/PowerPlanSwitcher/actions,2,2
/Ladbaby/PowerPlanSwitcher/tree/master/.github/workflows,2,2
/Ladbaby/PowerPlanSwitcher/blame/master/README_cn.md,1,1
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,1,1
