url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,55,41
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,36,20
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,12,9
/Ladbaby/PowerPlanSwitcher/releases,7,6
/Ladbaby/PowerPlanSwitcher/tree/master,7,6
/Ladbaby/PowerPlanSwitcher/tree/master/vbs,4,4
/Ladbaby/PowerPlanSwitcher/actions,3,3
/Ladbaby/PowerPlanSwitcher/tree/master/.github/workflows,3,3
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,2,2
/Ladbaby/PowerPlanSwitcher/pulls,2,2
