url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,52,43
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,33,21
/Ladbaby/PowerPlanSwitcher/releases,12,11
/Ladbaby/PowerPlanSwitcher/tree/master,9,7
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,8,8
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,2,2
/Ladbaby/PowerPlanSwitcher/blob/master/README.md,2,2
/Ladbaby/PowerPlanSwitcher/actions,1,1
/Ladbaby/PowerPlanSwitcher/blame/master/README_cn.md,1,1
/Ladbaby/PowerPlanSwitcher/blob/master/LICENSE,1,1
