time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-30 00:00:00+00:00,28,12,4,4
2026-05-31 00:00:00+00:00,11,6,23,5
2026-06-01 00:00:00+00:00,18,8,8,4
2026-06-02 00:00:00+00:00,23,10,8,6
2026-06-03 00:00:00+00:00,9,4,4,2
2026-06-04 00:00:00+00:00,2,2,7,4
2026-06-05 00:00:00+00:00,17,8,3,3
2026-06-06 00:00:00+00:00,20,10,23,5
2026-06-07 00:00:00+00:00,25,11,8,5
2026-06-08 00:00:00+00:00,17,7,2,2
2026-06-09 00:00:00+00:00,15,5,9,4
2026-06-10 00:00:00+00:00,10,5,10,7
2026-06-11 00:00:00+00:00,18,7,8,3
2026-06-12 00:00:00+00:00,28,9,11,5
