url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,54,41
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,43,25
/Ladbaby/PowerPlanSwitcher/tree/master,14,11
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,14,10
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,11,6
/Ladbaby/PowerPlanSwitcher/releases,9,8
/Ladbaby/PowerPlanSwitcher/blame/master/README_cn.md,3,1
/Ladbaby/PowerPlanSwitcher/blob/master/setting.ini,2,2
/Ladbaby/PowerPlanSwitcher/tree/master/.github/workflows,2,1
/Ladbaby/PowerPlanSwitcher/tree/v1.0.1,2,1
