url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,58,40
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,34,18
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,10,8
/Ladbaby/PowerPlanSwitcher/releases,7,6
/Ladbaby/PowerPlanSwitcher/tree/master,6,5
/Ladbaby/PowerPlanSwitcher/tree/master/vbs,4,4
/Ladbaby/PowerPlanSwitcher/tree/master/.github/workflows,3,3
/Ladbaby/PowerPlanSwitcher/actions,2,2
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,2,2
/Ladbaby/PowerPlanSwitcher/pulls,2,2
