url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,92,36
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,23,15
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,15,12
/Ladbaby/PowerPlanSwitcher/releases,12,10
/Ladbaby/PowerPlanSwitcher/tree/master/.github/workflows,3,1
/Ladbaby/PowerPlanSwitcher/blob/master/.github/workflows/github-repo-stats.yml,2,1
/Ladbaby/PowerPlanSwitcher/blob/master/setting.ini,2,1
/Ladbaby/PowerPlanSwitcher/blame/master/README_cn.md,1,1
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,1,1
/Ladbaby/PowerPlanSwitcher/blob/master/README.md,1,1
