url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,53,29
/Ladbaby/PowerPlanSwitcher,51,39
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,20,14
/Ladbaby/PowerPlanSwitcher/releases,10,10
/Ladbaby/PowerPlanSwitcher/tree/master,10,7
/Ladbaby/PowerPlanSwitcher/tree/master/.github/workflows,6,3
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,5,4
/Ladbaby/PowerPlanSwitcher/tree/master/image,4,4
/Ladbaby/PowerPlanSwitcher/tree/master/vbs,4,3
/Ladbaby/PowerPlanSwitcher/blob/master/LICENSE,2,2
