url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,44,31
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,17,13
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,14,7
/Ladbaby/PowerPlanSwitcher/releases,10,8
/Ladbaby/PowerPlanSwitcher/issues,2,2
/Ladbaby/PowerPlanSwitcher/blob/master/ListView.ahk,2,1
/Ladbaby/PowerPlanSwitcher/actions,1,1
/Ladbaby/PowerPlanSwitcher/blame/master/README_cn.md,1,1
/Ladbaby/PowerPlanSwitcher/blob/master/.github/workflows/github-repo-stats.yml,1,1
/Ladbaby/PowerPlanSwitcher/blob/master/README.md,1,1
