url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,49,40
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,33,19
/Ladbaby/PowerPlanSwitcher/releases,9,8
/Ladbaby/PowerPlanSwitcher/tree/master,9,7
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,6,6
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,2,2
/Ladbaby/PowerPlanSwitcher/actions,1,1
/Ladbaby/PowerPlanSwitcher/blame/master/README_cn.md,1,1
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.ahk,1,1
/Ladbaby/PowerPlanSwitcher/blob/master/README.md,1,1
