url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,68,43
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,45,26
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,20,14
/Ladbaby/PowerPlanSwitcher/releases,9,8
/Ladbaby/PowerPlanSwitcher/blob/master/README.md,6,5
/Ladbaby/PowerPlanSwitcher/tree/master,6,5
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,4,3
/Ladbaby/PowerPlanSwitcher/blob/master/setting.ini,2,2
/Ladbaby/PowerPlanSwitcher/tree/master/.github,2,2
/Ladbaby/PowerPlanSwitcher/blob/master/.github/workflows/github-repo-stats.yml,1,1
