time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-12 00:00:00+00:00,0,0,6,2
2026-03-13 00:00:00+00:00,1,1,7,4
2026-03-14 00:00:00+00:00,0,0,8,4
2026-03-15 00:00:00+00:00,0,0,12,9
2026-03-16 00:00:00+00:00,2,2,17,6
2026-03-17 00:00:00+00:00,0,0,5,3
2026-03-18 00:00:00+00:00,1,1,4,2
2026-03-19 00:00:00+00:00,0,0,9,6
2026-03-20 00:00:00+00:00,2,2,1,1
2026-03-21 00:00:00+00:00,1,1,8,5
2026-03-22 00:00:00+00:00,11,9,14,4
2026-03-23 00:00:00+00:00,12,8,8,6
2026-03-24 00:00:00+00:00,8,4,8,3
2026-03-25 00:00:00+00:00,15,6,8,5
