time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-29 00:00:00+00:00,25,10,0,0
2026-04-30 00:00:00+00:00,43,13,11,4
2026-05-01 00:00:00+00:00,24,7,1,1
2026-05-02 00:00:00+00:00,28,9,7,1
2026-05-03 00:00:00+00:00,45,14,3,2
2026-05-04 00:00:00+00:00,23,11,6,3
2026-05-05 00:00:00+00:00,29,8,2,2
2026-05-06 00:00:00+00:00,16,6,3,2
2026-05-07 00:00:00+00:00,32,10,3,2
2026-05-08 00:00:00+00:00,13,6,2,1
2026-05-09 00:00:00+00:00,15,6,2,2
2026-05-10 00:00:00+00:00,4,4,5,2
2026-05-11 00:00:00+00:00,8,3,3,1
2026-05-12 00:00:00+00:00,39,11,1,1
